1,"以下哪几项是在香港联合交易所(联交所)主板上市的保证人须执行的责任义务?保证人必须
<P>(1)确信发行人的董事了解其责任的性质</P>
<P>(2)保证发行股份将得到全数认识</P>
<P>(3)核准发行人的贪产价值</P>
<P>(4)确信申请人适合上市</P>","<P>A.(3)(1)</P>
<P>B.(1)(4)</P>
<P>C.(2)(3)</P>
<P>D.(2)(4)</P>",4,B,（2）（3）为干扰项,27,2,0,0
1,"根据香港《公司收购合并守则》,担保人首取得或合共持有一间公司百分之几的投票权时,便须向所有其他股东作出全面要约?","<P>A.百分之十</P>
<P>B.百分之二十</P>
<P>C.百分之三十</P>
<P>D.百分之三十五</P>",4,C,知识点简单再现,27,2,0,0
1,"创业板上市新发行人必须具备多少个会计年度的营业记录?()


","<P>A.(1)个会计年度的营业记录</P>
<P>B.(2)个会计年度的营业记录</P>
<P>C.(3)个会计年度的营业记录</P>
<P>D.创业板毋须营业记录</P>",4,B,"创业板上市新发行人毋须盈利记录,但需提交2个会计年度的营业往绩记录",27,2,0,0
1,"根据《创业板上市规则》,创业板新上市发行人须备有多少年往续记录?




","<P>A.(1)年</P>
<P>B.(2)年</P>
<P>C.(3)年</P>
<P>D.毋须往绩记录</P>",4,B,"创业板新上市发行人须有2年往续记录,但毋须盈利记录",27,2,0,0
1,"以下哪规则及守则适用于企业融资顾问()<P>(1)《上市规则》</P><P>(2)《股份回购守则》</P><P>(3)《公司收购及合并守则》</P>

","<P>A.(1)(2)</P>
<P>B.(1)(3)</P>
<P>C.(2)(3)</P>
<P>D.(1)(2)(3)</P>",4,D,合称为「三大守则」,27,2,0,0
1,"如果集体投资的管理公司在香港没有营业地址及并不是在香港注册成立,则:()","<P>A.不获认可为合资格的管理公司</P>
<P>B.须委任(1)名香港代表</P>
<P>C.须在香港注册及成立公司</P>
<P>D.须经中国国务院批准</P>
",4,B,知识点简单再现,27,2,0,0
1,"基金经理所管理的集体投资计划,其客户协书可用以下哪文书代替?()","<P>A.管理协议</P>
<P>B.基金协议</P>
<P>C.广告传单</P>
<P>D.口头协议</P>
",4,A,"基金经理所管理的集体投资计划,其客户协议书可用管理协议文件代替",27,2,0,0
1,机构融资顾问指就以下哪些事项提供建议？（）<P>(1)证券于联交所上市</P><P>(2)证券的要约及出售</P><P>(3)就贸易融资事宜</P><P>(4)就与证券有关的公司重组事宜</P>,"<P>A.只有(1)和(2)</P>
<P>B.只有(2)和(4)</P>
<P>C.只有(1)(2)和(4)</P>
<P>D.只有(2)(3)和(4)</P>
",4,C,贸易融资不属于机构融资顾问的服务,27,2,0,0
1,联交所(上市规则》列明在交易所上市的方法包:()<P>(1)公开认购</P><P>(2)公开发售</P><P>(3)配售</P><P>(4)特权发售</P>,"<P>A.(1)(2)(3)</P>
<P>B.(2)(3)(4)</P>
<P>C.(1)(2)(4)</P>
<P>D.(1)(2)(3)(4)</P>
",4,A,（4）属于无中生有的内容,27,2,0,0
1,根据联交所的《上市规则》第(1)(4)章，上市公司须披露的交易包括:<p>(1)非常重大的收购事项</p><p>(2)主要交易</p><p>(3)优惠交易</p><p>(4)须予披露的交易</p>,"<p>A.(1)(2)(3)</p>
<p>B.(1)(2)(4)</p>
<p>C.(1)(3)(4)</p>
<p>D.(2)(3)(4)</p>
",4,B,（3）属于干扰项,27,2,0,0
1,"机构融资顾问在为客户行事时需注意哪些事项?()<P>(1)如客户在缺乏合理理由的情况下拒绝就违规行为作出报告,应考虑是否要请辞</P><P>(2)确保所有对客户作出的陈述及提供客户的数据均准确及没有误导成份</P><P>(3)在任何时候应以客户最佳利益为本而行事</P><P>(4)向客户履行的职责作出全面及中肯的交待</P>","<P>A.(1)(2)(3)</P>
<P>B.(1)(3)(4)</P>
<P>C.(2)(3)(4)</P>
<P>D.(1)(2)(3)(4)</P>
",4,D,知识点简单再现,27,2,0,0
1,香港联合交易所(联交所)的《上市规则》旨在确保下列哪项?（）<P>(1)没有一家海外公司或一组海外公司控制任何在联交所上市的公用事务公司</P><P>(2)联交所上市公司的股东获得公平及平等对待</P><P>(3)上市申请人适合在联交所上市</P><P>(4)只有于已发展国家注册成立的公司才可在联交所上市</P>,"<P>A.只有(1)及(2)</P>
<P>B.只有(2)及(3)</P>
<P>C.只有(1)(3)及(4)</P>
<P>D.只有(1)(2)(3)及(4)</P>",4,B,（1）（4）属于干扰项,27,2,0,0
1,"以下有关《香港公司收购及合并守则》的描述是正确,除了：()","<P>A.守则并无法律效力</P>
<P>B.守则由廉政公署执行</P>
<P>C.守则要求在收购过程中所有股东均须获得平等对待</P>
<P>D.如果取得对一家公司的控制权通常必须向所有其它股东作出全面要约</P>
",4,B,知识点简单再现,27,2,0,0
1,"每个认可集体投资计划的管理公司必须符合以下哪些条件才可获证监会认可?()<P>(1)管理公司的已发行资本及资本储备最少须达(1)00万港元或等值外币</P><P>(2)管理公司的雇员的专业知识和资格必须比一般证券经纪公司的雇员为高</P><P>(3)确保公司结欠控股公司的债项将会被视为资本</P><P>(4)公司在任何时候都要维持正资产净值</P>
","<P>A.(1)(3)</P>
<P>B.(1)(2)(4)</P>
<P>C.(1)(3)(4)</P>
<P>D.(2)(3)(4)</P>
",4,C,（2）为干扰项，其他选项正确,27,2,0,0
1,"按《上市规则》规定,新发行人须:()","<P>A.具备至少2年的营业记录</P>
<P>B.最近一年的盈利不得低于2000港元</P>
<P>C.联交所不接纳较短的营业纪录</P>
<P>D.新发行人上市时须至少有200名股东</P>
",4,B,"须在相若的管理层管理下具备至少3年的营业纪录
，A错误；联交所在若干情况下，也可接纳较短的营业纪录，包括新成立的工程项目公司天然资源开采公司及其他特殊情况。
C错误；新发行人上市时须至少有300名股东，所以D错误；",27,2,0,0
1,"基金经理就集体投资计剖,应每年最少对客户户口进行检讨多少次?()","<P>A.1次</P>
<P>B.2次</P>
<P>C.3次</P>
<P>D.4次</P>
",4,B,知识点简单再现,27,2,0,0
1,以下哪项并非第(4)类持牌人就证券提供意见的工作范围?,"<P>A.分析上市公司的资料</P>
<P>B.发表投资研究报告</P>
<P>C.就客户进行期货合约交易提供意见</P>
<P>D.协助客户就证券买入或卖出提供意见</P>
",4,C,选项C:需持有第5类受规管活动的牌照,27,2,0,0
1,「要约」分为以下哪几种?()<P>(1)自愿性要约</P><P>(2)自动性要约</P><P>(3)强制性要约</P><P>(4)触发性要约</P>,"<P>A.(1)(2)</P>
<P>B.(1)(3)</P>
<P>C.(2)(3)</P>
<P>D.(1)(2)(3)(4)</P>
",4,B,"选项(2)(4):虚构陈述,「要约」分为2类:自愿性要约及强制性要约",27,2,0,0
1,"就新上市发行人所委聘的保荐人,须向联交所作出以下哪些声明？（）<P>(1)相信新申请人符合基本上市条件</P><P>(2)确保新申请人每年有足够盈利</P><P>(3)确信新申请人的上市文件载有足够资料</P><P>(4)确保上市文件内「专家」的假设为公平及合理</P>","<P>A.(1)(3)</P>
<P>B.(1)(2)(3)</P>
<P>C.(1)(3)(4)</P>
<P>D.(1)(2)(3)((4)</P>
",4,C,保荐人毋须向联交所确保新申请人每年有足够盈利,27,2,0,0
1,《企业融资顾问操守准则》主要规管内容是:(),"<P>A.为客户提供意见</P>
<P>B.了解客户的资料</P>
<P>C.利益冲突</P>
<P>D.职责分工</P>
",4,A,知识点简单再现,27,2,0,0
1,发行「非上市结构性投资产品」将有可能涉及以下哪(几)方?()<P>(1)发行人</P><P>(2)保证人</P><P>(3)承按人</P><P>(4)主要产品对手</P>,"<P>A.(1)(2)</P>
<P>B.(2)(3)</P>
<P>C.(1)(2)(4)</P>
<P>D.(1)(2)(3)(4)</P>
",4,C,涉及:发行人保证人产品安排人受托人保管人及主要产品对手,27,2,0,0
1,"收购及合并守则》及《股份回购守则》,由以下哪机构监督下实施?()","<P>A.证监会</P>
<P>B.金管局</P>
<P>C.公司注册处</P>
<P>D.联交所</P>
",4,A,知识点简单再现,27,2,0,0
1,联交所要求上市公司的董事会须至少设有多少名独立非执行董事?(),"<P>A.2名</P>
<P>B.3名</P>
<P>C.4名</P>
<P>D.5名</P>
",4,B,其中1名独立非执行董事须具备专业资格如：专业会计师,27,2,0,0
1,"当一名人士持有一间公动30%至50%投票权,而该人士于过去12个月期间额外增加超过2%投票权时,便会产生[自由增购率]:()","<P>A.增购自由率</P>
<P>B.自由增购率</P>
<P>C.额外增购率</P>
<P>D.增购额外率</P>
",4,B,"当一名人士持有一间公司30%至50%投票权,而该人士于过去12个月期间额外增加超过2%投票权时,便会产生「自由增购率」",27,2,0,0
1,"上市发行人须委任多少位获授权代表,作为与联交所的主要联络人?()","<p>A.1位</p>
<p>B.2位</p>
<p>C.3位</p>
<p>D.4位</p>
",4,B,"2名获授权代表,其中1名获授权代表必须为公司董事",27,2,0,0
1,"基金经理及其雇员作出的市场推广资料须得到哪个机构认可,才可向公众发放?()","<p>A.基金总会</p>
<p>B.金管局</p>
<p>C.广播处</p>
<p>D.证监会</p>

",4,D,知识点简单再现,27,2,0,0
1,"任何个人或一致行动的人土取得一闻司多少总投票权,便会产生击触发于?()","<P>A.5%</P>
<P>B.10%</P>
<P>C.20%</P>
<P>D.30%</P>
",4,D,"持有总投票权30%便会代[触发],持有总投票权5%便须申报权益",27,2,0,0
1,联交所要求上市公司的董事会须至少设有多少名独立非执行董事?(),"<P>A.2名</P>
<P>B.3名</P>
<P>C.4名</P>
<P>D.5名</P>
",4,B,其中1名独立非执行董事须具备专业资格如:专业会计师,27,2,0,0
1,"《基金经理操守准则》列明基金经理必须：()<P>(1)不应利用股价敏感数据进行交易</P><P>(2)在参与首次公开招股时,分配股份的过程中不偏袒个别客户</P><P>(3)向关连人士借入或存入款项应照标准息率条款,或就该基金而言更优惠的息率条款进行</P><P>(4)具备有效的监察职能及聘请一名专责监察主任</P>
","<P>A.(1)(2)</P>
<P>B.(2)(3)</P>
<P>C.(1)(2)(4)</P>
<P>D.(1)(2)(3)(4)</P>
",4,D,知识点简单再现,27,2,0,0
1,"集体投资计划的信托人/保管人及管理公司在符合以下什么条件会视为独立?()<p>(1)信托人/保管人及管理公司并无相同的董事</p><p>(2)信托人/保管人及管理公司虽同属一间公司,但由不同的董事负责不同的业务,互不重迭</p><p>(3)信托人保管人及管理公司共同签署承诺书,声明各自独立行事</p><p>(4)信托人/保管人及管理公司不聘用同一核数师</p>
","<p>A.(1)(3)</p>
<p>B.(2)(4)</p>
<p>C.(1)(3)(4)</p>
<p>D.(2)(3)(4)</p>
",4,A,"知识点简单再现,(2)(4)为不存在的说法，干扰项",27,2,0,0
1,"以下哪项被《证券及期货条例》阐释为提供资产管理?<p>(1)房地产物业管理</p><p>(2)房地产投资计划管理</p><p>(3)证券及期货合约管理</p><p>(4)信托公完全附带于其主要业务而提供证券及期货合约管理</p>
","<p>A.(2)(3)</p>
<p>B.(3)(4)</p>
<p>C.(1)(3)(4)</p>
<p>D.(2)(3)(4)</p>
",4,A,"选项(2)(3):正确陈述提供资产管理并不包括房地产物业管理,选项(4):该项为豁除活动",27,2,0,0
1,根据香港《公司收购及台并守则》，当某人首次取得或合共持有一间公司百分之几的投票权时，便须向其它所有股东作出全面要约？（）,"<p>A.百分之十</p>
<p>B.百分之二十</p>
<p>C.百分三十</p>
<p>D.百分之三十五</p>
",4,C,知识点简单再现,27,2,0,0
1,"就上市公司保荐人向联交所作出的声明中,并不包括以下哪项（）","<p>A.新申请人符合基本上市条件</p>
<p>B.上市文件载有足够资料</p>
<p>C.确保包销所有新发行证券</p>
<p>D.确保董事提供的答案真实完整</p>
",4,C,保荐人的声明中并不须确保包销所有新发行证券,27,2,0,0
1,《安全港规则》由哪机构负责制定?(),"<p>A.联交所</p>
<p>B.金管局</p>
<p>C.财经事务及库务局</p>
<p>D.证监会</p>
",4,D,知识点简单再现,27,2,0,0
1,"根据《上市规则》的规定,在列哪些情况下，上市公司须披露其交易详情?()<p>(1)非常重大的收购事项</p><p>(2)主要交易</p><p>(3)关连交易</p><p>(4)优惠交易</p>","<p>A.(1)(2)</p>
<p>B.(1)(2)(3)</p>
<p>C.(1)(3)(4)</p>
<p>D.(1)(2)(3)(4)</p>
",4,B,（4）为干扰项,27,2,0,0
1,以下哪机构允许在联交所新发售的证券作出稳定价格行动？(),"<p>A.公司注册处</p>
<p>B.金管局</p>
<p>C.证监会</p>
<p>D.期交所</p>
",4,C,"证监会允许新发售的证券在首30日作出稳定价格行动,称为:「安全港规则」",27,2,0,0
1,"《房地产投资信托基金守则》,是证监会按照以下哪机构所制定的原则而订立?()","<p>A.香港房地产管理协会八</p>
<p>B.金管局</p>
<p>C.国际证券事务监察委员会</p>
<p>D.积金局</p>
",4,C,知识点简单再现,27,2,0,0
1,"基金经理及其雇员作出的市场推广资料,须得到哪个机构认可,才可向公众发放?()","<p>A.基金总会</p>
<p>B.金管局</p>
<p>C.广播处</p>
<p>D.证监会</p>
",4,D,知识点简单再现,27,2,0,0
1,"根据《证券及期货(稳定价格规则》,并不允许以哪种稳定价行动?()","<p>A.防止新发行证券价格下跌</p>
<p>B.减慢新发行证券价格下跌</p>
<p>C.向下稳定新发行证券的价格</p>
<p>D.支援新发行证券的价格</p>
",4,C,「安全港规则」不允许向下稳定新发行证券的价格,27,2,0,0
1,「一致行动的人」是指:(),"<p>A.依据一项协议或谅解透过取得一间公司的投票权一起积极合作以取得对该公司控制权的人</p>
<p>B.董事行政总裁主要股东或其联系人士</p>
<p>C.上市公司组织向一批股东提供特别招待藉以争取他們积极认购该公司的股份</p>
<p>D.大股东本人配偶及未满十八岁的子女</p>
",4,A,知识点简单再现,27,2,0,0
