1,"<p><span style=""font-size:16px;""><span style=""text-align: left; color: rgb(51, 51, 51); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: &quot;Helvetica Neue&quot;,Helvetica,Arial,sans-serif; font-style: normal; font-variant: normal; font-weight: 400; text-decoration: none; word-spacing: 0px; display: inline !important; white-space: normal; orphans: 2; float: none; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"">根据《证券及期货(成交单据、户口结单及收据)规则》，以下哪一项关于客户户口结单的规定是正确的?</span></span></p>","<p style=""box-sizing: border-box; color: rgb(51, 51, 51); font-family: &amp;quot;Helvetica Neue&amp;quot;,Helvetica,Arial,sans-serif; font-size: 13px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; margin-bottom: 10px; margin-left: 0.34in; margin-right: 0px; margin-top: 0px; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""><span style=""font-size:16px;"">A. 证券保证金融资中介人须提供日结单。</span></p>

<p style=""box-sizing: border-box; color: rgb(51, 51, 51); font-family: &amp;quot;Helvetica Neue&amp;quot;,Helvetica,Arial,sans-serif; font-size: 13px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; margin-bottom: 10px; margin-left: 0.34in; margin-right: 0px; margin-top: 0px; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""><span style=""font-size:16px;"">B.资产经理需要就其管理的获认可集体投资计划制备月结单</span></p>

<p style=""box-sizing: border-box; color: rgb(51, 51, 51); font-family: &amp;quot;Helvetica Neue&amp;quot;,Helvetica,Arial,sans-serif; font-size: 13px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; margin-bottom: 10px; margin-left: 0.34in; margin-right: 0px; margin-top: 0px; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""><span style=""font-size:16px;"">C.如中介人已提供日结单，客户便无权索取月结单。</span></p>

<p style=""box-sizing: border-box; color: rgb(51, 51, 51); font-family: &amp;quot;Helvetica Neue&amp;quot;,Helvetica,Arial,sans-serif; font-size: 13px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; margin-bottom: 10px; margin-left: 0.34in; margin-right: 0px; margin-top: 0px; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""><span style=""font-size:16px;"">D.如客户户口内没有活动，即使有股票存仓，可毋须发出月结单。</span></p>",4,A,"<p><span style=""font-size:16px;""><span style=""text-align: left; color: rgb(51, 51, 51); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: &quot;Helvetica Neue&quot;,Helvetica,Arial,sans-serif; font-style: normal; font-variant: normal; font-weight: 400; text-decoration: none; word-spacing: 0px; display: inline !important; white-space: normal; orphans: 2; float: none; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"">B项是可以豁免要求制备月结单的</span></span></p>

<p><span style=""font-size:16px;""><span style=""text-align: left; color: rgb(51, 51, 51); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: &quot;Helvetica Neue&quot;,Helvetica,Arial,sans-serif; font-style: normal; font-variant: normal; font-weight: 400; text-decoration: none; word-spacing: 0px; display: inline !important; white-space: normal; orphans: 2; float: none; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"">C项中，已经向客户提供日结单，不是提供月结单的豁免条件；</span></span></p>

<p><span style=""font-size:16px;""><span style=""text-align: left; color: rgb(51, 51, 51); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: &quot;Helvetica Neue&quot;,Helvetica,Arial,sans-serif; font-style: normal; font-variant: normal; font-weight: 400; text-decoration: none; word-spacing: 0px; display: inline !important; white-space: normal; orphans: 2; float: none; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"">D项中，正确的说法是没有变动且没有结余，才不用提供月结单。</span></span></p>

<p>&nbsp;</p>",11,1
1,"<p style=""margin-left:.38in;""><span style=""font-size:16px;"">以下哪项对衍生权证的描述并不正确?</span></p>

<p style=""margin-left:.38in;""><span style=""font-size:16px;"">(1)无抵押权证发行人须拥有不低于40亿港元的净资产</span></p>

<p style=""margin-left:.38in;""><span style=""font-size:16px;"">(2)发行人基本须为已注册成立的私人公司</span></p>

<p style=""margin-left:.38in;""><span style=""font-size:16px;"">(3)发行人并不可以是一个国家</span></p>

<p style=""margin-left:.38in;""><span style=""font-size:16px;"">(4)认购权证持有人，可在指定期限出售特定数目的证券</span></p>

<p style=""margin-left:.38in;"">&nbsp;</p>","<p><span style=""font-size:16px;"">A.(<span style=""text-align: left; color: rgb(51, 51, 51); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: &quot;Helvetica Neue&quot;,Helvetica,Arial,sans-serif; font-style: normal; font-variant: normal; font-weight: 400; text-decoration: none; word-spacing: 0px; display: inline !important; white-space: normal; orphans: 2; float: none; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"">1)(2)</span></span></p>

<p><span style=""font-size:16px;"">B.<span style=""text-align: left; color: rgb(51, 51, 51); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: &quot;Helvetica Neue&quot;,Helvetica,Arial,sans-serif; font-style: normal; font-variant: normal; font-weight: 400; text-decoration: none; word-spacing: 0px; display: inline !important; white-space: normal; orphans: 2; float: none; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"">(2)(3)</span></span></p>

<p><span style=""font-size:16px;"">C.<span style=""text-align: left; color: rgb(51, 51, 51); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: &quot;Helvetica Neue&quot;,Helvetica,Arial,sans-serif; font-style: normal; font-variant: normal; font-weight: 400; text-decoration: none; word-spacing: 0px; display: inline !important; white-space: normal; orphans: 2; float: none; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"">(3)(4)</span></span></p>

<p><span style=""font-size:16px;"">D.<span style=""text-align: left; color: rgb(51, 51, 51); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: &quot;Helvetica Neue&quot;,Helvetica,Arial,sans-serif; font-style: normal; font-variant: normal; font-weight: 400; text-decoration: none; word-spacing: 0px; display: inline !important; white-space: normal; orphans: 2; float: none; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255);"">(1)(2)(3)(4)</span></span></p>",4,D,"<div style=""box-sizing: border-box; color: rgb(51, 51, 51); font-family: &amp;quot;Helvetica Neue&amp;quot;,Helvetica,Arial,sans-serif; font-size: 13px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; margin-left: 0.38in; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""><span style=""font-size:16px;"">选项（1）的表述应为：无抵押权证发行人须拥有不低于20亿港元的净资产</span></div>

<div style=""box-sizing: border-box; color: rgb(51, 51, 51); font-family: &amp;quot;Helvetica Neue&amp;quot;,Helvetica,Arial,sans-serif; font-size: 13px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; margin-left: 0.38in; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""><span style=""font-size:16px;"">选项（2）的表述应为：发行人不可以是私人公司</span></div>

<div style=""box-sizing: border-box; color: rgb(51, 51, 51); font-family: &amp;quot;Helvetica Neue&amp;quot;,Helvetica,Arial,sans-serif; font-size: 13px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; margin-left: 0.38in; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""><span style=""font-size:16px;"">选项（3）的表述应为：发行人可以是国家</span></div>

<div style=""box-sizing: border-box; color: rgb(51, 51, 51); font-family: &amp;quot;Helvetica Neue&amp;quot;,Helvetica,Arial,sans-serif; font-size: 13px; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; margin-left: 0.38in; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""><span style=""font-size:16px;"">选项（4）的表述应为：认购权证持有人，可在指定期限购买特定数量的证券&nbsp;</span></div>",11,1
1,"<p><span style=""font-size:16px;"">以下哪(几)项对市场失当行为的陈述并不正确?</span></p>

<p><span style=""font-size:16px;"">(1)作出市场失当行为的人士,一经刑事诉讼定罪,法庭不可再施加冷淡对待令或取消资格令</span></p>

<p><span style=""font-size:16px;"">(2)目标人士未进行审裁处聆讯或刑事定罪，受影响人士不能向目标人士提出民事诉讼</span></p>

<p><span style=""font-size:16px;"">(3)目标人士经简易程序定罪,最高可判罚5年监禁及罚款10万元港币</span></p>

<p><span style=""font-size:16px;"">(4)证监会可循简易程序就轻微案件在区域法院提出检控</span></p>","<p><span style=""font-size:16px;"">A.(3)</span></p>

<p><span style=""font-size:16px;"">B.(2)(3)</span></p>

<p><span style=""font-size:16px;"">C.(1)(2)(3)(4)</span></p>

<p><span style=""font-size:16px;"">D.以上皆正确</span></p>",4,C,"<p><span style=""font-size:16px;"">选项（1）正确陈述为：作出市场失当行为的人士，一经刑事诉讼定罪，法庭可再施加冷淡对待令。</span></p>

<p><span style=""font-size:16px;"">选项（2）正确陈述为：目标人士未进行审裁处聆讯或刑事定罪，受影响人士可向该目标人士提出民事诉讼。</span></p>

<p><span style=""font-size:16px;"">选项（3）正确陈述为：目标人士经简易程序定罪，最高可判罚3年监禁及罚款100万港元。</span></p>

<p><span style=""font-size:16px;"">选项（4）正确陈述为：证监会可遵循简易程序就轻微案件在审判法院提出监控。</span></p>",11,1
1,"<p>古代女子成年行什么礼？</p>

<p>1.冠礼</p>

<p>2.笄礼</p>","<p>A:冠礼</p>

<p>B:笄礼</p>",2,B,<p>B</p>,22,1
1,"<p>古代女子成年行什么礼？</p>

<p>1.冠礼</p>

<p>2.笄礼</p>","<p>A:旧石器</p>

<p>B:新石器</p>

<p>C:青铜器</p>

<p>D:铁器</p>",4,B,<p>B</p>,22,2
1,"以下有关以披露为本的说明，哪项是正确的？
<P>(1). 针对充分披露及提供有关公开发售证券的资料</P>
<P>(2). 属强制性质</P>
<P>(3). 新《公司条例》具有法律效力</P>
<P>(4). 与以评审结果为本之间并无清晰的界线</P>","<P>A.(1)(2)</P>
<P>B. (3)(4)</P>
<P>C.(1)(2)(4)</P>
<P>D.(2)(3)(4)</P>",4,C,"该制度针对充分披露及提供有关公开发售证券的资料；披露可以属强制或自愿性质在香港； 新《公司条例》以披露为本， 且具有法律效力；
由于以披露为本及以评审结果为本的监管方式之间并无清晰的界线，故实际上两者常有重复",11,1
1,"以下有关金融产品的例子，哪项是正确的？
<P>(1). 期货及期权</P>
<P>(2). 外汇产品</P>
<P>(3). 互惠基金</P>
<P>(4). 单位及投资信托</P>","<P>A. (1)(2)</P>
<P>B. (3)(4)</P>
<P>C 以上全對</P>
<P>D. 以上全錯</P>",4,C,"产品包括下列债务证券、股本证券以及衍生工具：
期货及期权
外汇产品
互惠基金
单位及投资信托",11,1
1,"以下有关政府的主要官员，哪项是正确的？
<P>(1). 律政司司长</P>
<P>(2). 政务司司长</P>
<P>(3). 财政司司长</P>
<P>(4). 人事司司长</P>","<P>A.(1)(2)(3)</P>
<P>B. (2)(3)(4)</P>
<P>C. 以上全對</P>
<P>D. 以上全錯</P>",4,A,财政司司长与政务司司长、律政司司长及同属政府的主要官员,11,1
1,"以下有关金管局的说明，哪项是正确的？
<P>(1). 须维持货币稳定、确保银行体系的安全及稳定</P>
<P>(2). 金管局以经理为首</P>
<P>(3). 不负责管理外汇基金及香港特区的货币政策</P>
<P>(4). 监督银行体系</P>","<P>A. (1)(2)</P>
<P>B. (1)(4)</P>
<P>C. (2)(4)</P>
<P>D. (2)(2)(3)</P>",4,B,"金管局须维持货币稳定、确保银行体系的安全及稳定，以及促进金融体系的效率、健全性与发展金管局以总裁为首，其下设有多名副总裁金管局负责管理外汇基金及香港特区的货币政策， 此外还监督银行体系",11,1
1,"以下有关保险业监督的职责，哪项是正确的？
<P>(1).无法认可及监管保险人</P>
<P>(2). 监管保险代理人</P>
<P>(3).监管保险经纪</P>
<P>(4). 鼓励保险业自行监管</P>","<P>A. (1)(2)(3)</P>
<P>B. (1)(2)(4)</P>
<P>C. (2)(3)(4)</P>
<P>D.以上全對</P>",4,C,"以下为保险业监督的主要职责及权力：
认可及监管保险人
监管保险代理人
监管保险经纪
鼓励保险业自行监管",11,1
