单选题,"<P>戴维森委员会建议香港金融市场需要以：</P>
<P>(1) 以刑罚为本的监管制度</P>
<P>(2) 以从业员为本的监管制度</P>
<P>(3) 以投资者为本的监管制度</P>
<P>(4) 以监禁为本的监管制度</P>","<P>A.(1)(2)</P>
<P>B.(2)</P>
<P>C.(2)(3)</P>
<P>D.(1)(4)</P>",4,B,<P>除B以外，其他选项并不存在</P>,11,1,0,0
单选题,"<P>3.下列那项为香港各金融监管机构的共同宗旨</P>
<P>(1).积极监管</P>
<P>(2).使市场公平及有效</P>
<P>(3).鼓励建立稳健的技术性基础设施</P>
<P>(4)致力确保金融法律制度得以明确、完善及公执行</P>","<P>A. (1), (2),(3)</P>
<P>B (2), (3),(4)</P>
<P>C. (1), (3),(4)</P>
<P>D (1) (2), (3),(4)</P>",5,B,,11,1,0,0
单选题,"<P>1987年股灾后，促使当局成立一个委员会检讨香港金融业，这个委员会是:</P>


","<P>A.证券监督委员合</P>
<P>B.87股灾委员会</P>
<P>C.戴雄森委员会</P>
<P>D.促进委员会</P>",6,C,,11,1,0,0
单选题,"<P>18.根据《证券及期货条例》而成立的仲裁委最会,负责聆讯下列哪项争议?</P>
<P>(1)期货买卖的事议</P>
<P>(2)证券买卖的纠纷</P>
<P>(3）杠杆式外汇交易的纠纷</P>
<P>(4)期权买卖的纠纷</P>","<P>A.（2）</P>
<P>B.(3)</P>
<P>C.(1)(2)</P>
<P>D.(1)(4)</P>",7,B,,11,1,0,0
单选题,"<P>23.以下哪项陈述属正确?</P>
<P>(1)证监会与公司注册处共同执行《放债人条例》</P>
<P>(2)积金局负责审查及授权强积金产品的推销材料</P>
<P>(3)金银业贸易场实施仓费制度以解决交收延迟问题</P>
<P>(4)积金局负责将强积金计划注册为注册计划</P>","<P>A.(1)(4)</P>
<P>B.(2)(3)</P>
<P>C.(3)(4)</P>
<P>D.(2)(3)(4)</P>",8,C,"<P>选项（1）正确陈述应该为：公司注册处负责执行《放债人条例》</P>
<P>选项（2）正确陈述为：强积金产品的推销材料由证监会负责审查及授权</P>",11,1,0,0
单选题,"<P>
不是香港证
监会的一般
责任范围?</P>","<P>A.促进金融产品的创新</P>
<P>B.协助及维持香港作为国际金融中心的地位</P>
<P>C.协助券商在已发行的上市文件上作出修改</P>
<P>D.以透明及开放的方式行事</P>",9,C,"<P>答案C为杜撰的选项，
其余均为正确选项</P>",11,1,0,0
单选题,"<P> 证券及期
货事务上诉审裁处由一名法官带领进行聆讯程序,这名法官由谁任命?</P>","<P>A.由终审法院首席法官任命</P>
<P>B.由财政司司长任命</P>
<P>C.由特区行政长官任命</P>
<P>D.由中国中央政府任命</P>",10,C,"<P>上诉审裁处
是独立的法定机构，由特区行政长官委任的法官领导下进行</P>",11,1,0,0
单选题,"<P>30.下列哪
机构与证监会在监管领域上并无直接联系?</P>","<P>A.金银业贸易场</P>
<P>B.积金局</P>
<P>C.保险业监督</P>
<P>D.公司注册处</P>",11,A,"<P>证监会负责授予“纸黄金
计划”并核准有关广告</P>",11,1,0,0
单选题,"<P>31.证监会行
政总裁办公室的职能,涵盖以下哪几个范畴?</P>
<P>(1)向传媒发放资料</P>
<P>(2)证监会秘书处</P>
<P>(3)处理发牌事宜</P>
<P>(4)风险管理与策略</P>","<P>A.(1)(2)(3)</P>
<P>B.(1)(2)(4)</P>
<P>C.(1)(3)(4)</P>
<P>D.(2)(3)(4)</P>",12,B,,11,1,0,0
单选题,"<P>7.证监会所
制定的规则必须提交（）省置程序后方告完成。</P>","<P>A.行政议会</P>
<P>B.董事会</P>
<P>C.财政司司长</P>
<P>D.立法会</P>",13,D,"<P>证监会制定的规则必须提交立
法会后方可完成</P>",11,1,0,0
